sample_id	K
1048	0.99999999900000002828
332012	0.99214310170198505290
130773_A	0.99706375452570161766
1655_A	0.03617511820087977031
1774	0.40140754247339044403
7279	0.12402303090252908557
1207	0.99999999900000002828
1274	0.99999999900000002828
7242	0.13529907765782114848
1038	0.91844793869561347499
1527	0.00000000100000000000
6020	0.99558163063757798561
1169	0.99999999900000002828
9472	0.23026550694648817430
1059	0.99999999900000002828
2013	0.86723996131908587248
2045	0.99999999900000002828
1881	0.10633664537866051314
1829_B	0.11695492205874925828
9465	0.69712598961233496198
6193	0.11251192898405068532
7229	0.02716459346563670357
1569_A	0.12426447210964169932
1363	0.99999999900000002828
1858	0.10500580185247301856
1269	0.99999999900000002828
1534	0.19440483420413662285
9459	0.09783571091916237750
1452	0.99999999900000002828
338488	0.99999999900000002828
7220_A	0.14948466698793855256
332018	0.99498045585225569631
1221	0.99999999900000002828
9537_A	0.74242460325724657366
1712	0.42766592384788831849
1709_A	0.11710217966994590499
331016_A	0.99485687139567369197
1275	0.99999999900000002828
1423	0.99999999900000002828
1531	0.26558064321004537511
331005_B	0.99999999900000002828
1938	0.22097291965055992913
1049	0.99999999900000002828
1592	0.46600372570482029300
1095	0.99999999900000002828
7309_A	0.20650127391486713946
1181	0.99999999900000002828
1203	0.99999999900000002828
7467	0.19760493771129097884
1719	0.39923715537892895400
332016	0.98605888312781664329
82030	0.99383334057938765849
338494	0.99999999900000002828
338483	0.99870754118638771502
1368	0.99429187564269039257
1098	0.99999999900000002828
1195_A	0.99999999900000002828
2009	0.98437382122498573445
338485	0.99999999900000002828
1111	0.99999999900000002828
1634	0.99999999900000002828
1280	0.99999999900000002828
2023	0.99999999900000002828
1124	0.99999999900000002828
1778	0.12931332127641398388
1688_A	0.59197468533468422525
7439	0.26532607387810708266
1228	0.97401308008295794938
6032	0.99749411248015784626
1031	0.98674478666946785488
7315	0.22825840849189801829
1587_B	0.16052477689373589875
1361	0.99999999900000002828
6301	0.15728471425374157544
6157_A	0.99999999900000002828
1722	0.28109266120945247680
1647_B	0.09667621914337749811
1562	0.05470546851732924903
1236	0.98406537172717134521
1322_B	0.99999999900000002828
9473_C	0.27014330311692624775
1843	0.18526278430138920505
1134	0.99999999900000002828
1198	0.96876349136217254632
2005	0.95568297035804083972
1508	0.47384392097890098983
9556	0.59861071753132744089
1814	0.00000000100000000000
9481	0.00000000100000000000
1279	0.99999999900000002828
6030	0.99999999900000002828
7233	0.30449220816808303391
1585	0.99999999900000002828
7445_A	0.03085195366740782139
9530_A	0.59913458988563805807
1099	0.99999999900000002828
1668	0.99999999900000002828
6114	0.02383399241859932710
2011	0.99999999900000002828
1822	0.00000000100000000000
1793	0.00000000100000000000
1186_A	0.97895124568067826143
1405_A	0.02613228092901564645
7318	0.11117820494362500028
1073	0.99909610085826694448
2004	0.96019683960077839568
3003	0.99999999900000002828
1074	0.99778820798945355719
7278	0.14804799759535686166
330769	0.97278652088139083709
9549	0.05850844776741911252
1836	0.08675643508664140913
1528	0.00000000100000000000
1297	0.99440506209086387823
1107	0.98624106174992010043
130773_B	0.98370759462579915322
1880	0.03094085829836949048
1450	0.99999999900000002828
1665	0.00000000100000000000
7284	0.20326456879554041790
130711	0.99694695437542923955
1050	0.99999999900000002828
5107	0.99999999900000002828
1522	0.47793841053642244221
7327	0.08473405728527060032
1040	0.99999999900000002828
1204	0.99999999900000002828
338477	0.99945053287741469905
130713_B	0.99147479476910527207
1446	0.99999999900000002828
9479_A	0.00868989418205758264
338502	0.99999999900000002828
6107	0.99691801602747953659
331251	0.99519462344427966904
1171	0.99999999900000002828
333037	0.99302618116265028991
7314_C	0.08155176731685832847
1530	0.00501550546215761683
1942	0.19052750012409924718
7299	0.22563005124816426505
1676_A	0.32453450138372752498
9477	0.30365972200238378065
1512	0.47638331687295459860
1785	0.50466700377749595940
1581	0.04049008549249592109
1182	0.99999999900000002828
2099	0.36139289045214390006
1862	0.53501226073627017321
1250	0.99999999900000002828
338347	0.98659763403310962726
9499	0.00000000100000000000
1812	0.19414466522866891118
7463	0.22588682091377579320
1051	0.99999999900000002828
1875	0.29036658653360303273
9455	0.32468695591617352525
1447	0.99161025826435400532
1087	0.99722131541511915831
9555	0.54550040342859085207
330971	0.99607767250615841803
7298	0.05766966612813853588
1802	0.09248054317716632167
1529	0.53548260755946253120
7280	0.28997204896846917599
338391	0.98955451743172806456
2014	0.97995191629227107466
332020	0.57724856419265235807
1809	0.09660294631728266745
1640	0.99999999900000002828
1567	0.77433233960497660497
6078	0.99999999900000002828
1934	0.04761867864586392940
7310	0.25458619877102883766
333027	0.99759386150383599912
1115	0.99999999900000002828
7455_B	0.08182546361909261157
1641	0.99634104621268992918
1430	0.21869390095506952010
1521	0.79426361507292209119
2048	0.99999999900000002828
1629	0.77238209461958473590
1420	0.52166154113954987803
1393	0.09572112617420458491
1298	0.99557680987761076885
82041	0.99999999900000002828
7332	0.30098108820982671929
1672	0.33623731429292513795
1336	0.99999999900000002828
9501	0.16991855716138887233
1987	0.48787375845579367128
1817	0.29558044104554709319
7550_A	0.00000000100000000000
331020	0.73908122004313725473
7283	0.18272472719985269340
9476	0.22984741659917579115
1908	0.28507892154795888562
1676_B	0.32629292988618696647
1674	0.05706526823748594990
1861	0.07955805693194017980
1816	0.10999543712710006804
1553	0.49514871234318463822
1323	0.03355209419721844749
6162	0.31853810800417270421
3101	0.00000000100000000000
1033	0.99999999900000002828
6150_A	0.99999999900000002828
1108	0.99999999900000002828
1559	0.03729685633334525047
332046	0.29295085163540468542
1610	0.31560105774966029646
7221	0.09214160262283435654
334009	0.99591416952092437498
6300_A	0.15791971474844818113
7269	0.08014754138700548591
1264	0.99999999900000002828
7218	0.72593894545789794392
1734	0.08147494902927386595
7295	0.00000000100000000000
1213	0.99999999900000002828
6264_A	0.09774931447505617876
338486	0.99999999900000002828
1436	0.09635666506937126674
1307	0.99999999900000002828
1588	0.00000000100000000000
1444	0.56705868141898507773
1698	0.31899302011171121185
9502	0.00124732054286779749
1855_A	0.18944981520152739951
7314_B	0.05754944166477026640
1244	0.98954743362723340816
1314	0.99999999900000002828
1282	0.99999999900000002828
9497	0.48057545378812915882
1326	0.99999999900000002828
1845	0.10912564195806806477
1635_A	0.49590294347011210085
9495	0.77510413555162238630
1615	0.37114733260571280971
1414	0.99999999900000002828
9539	0.99999999900000002828
1979	0.28436742245322499389
1617	0.93332253503226236813
1432	0.99999999900000002828
1645	0.00888472677362179067
6268	0.06590324677697718958
1285	0.99999999900000002828
7272	0.11021369000200507970
7335	0.14230356661738247093
1708	0.55565864016496413491
9529	0.21463993273315551402
1321	0.99999999900000002828
9470	0.87687937111593738937
7479_A	0.24131476106231788958
1345	0.99999999900000002828
332019	0.99428482125491957078
9527	0.99999999900000002828
1002	0.99999999900000002828
1857	0.03202364628248243611
1852	0.10979546264287036450
7323	0.01443996099110088187
7290	0.59023781549292553272
1552	0.00000000100000000000
1114	0.99999999900000002828
7270	0.61316313109806097614
1591	0.01993913076081583677
6178	0.99999999900000002828
1044	0.99999999900000002828
7288	0.18309853429391706459
7324_B	0.05371642676935505650
1156	0.99999999900000002828
9507	0.56568602959472658043
1011	0.99999999900000002828
1294	0.99607043783789717128
1637	0.99133685834540563597
332045	0.66028747537215515262
1515_B	0.00000000100000000000
334705	0.47716396468361338412
9552_B	0.00000000100000000000
1627_A	0.66253887222011054181
1578	0.26461766195031904969
7239	0.48649688723010681146
1798	0.19869224682175559704
6134	0.99999999900000002828
1731	0.00000000100000000000
7471	0.15721628840722437492
7341	0.15078492688790279264
1511	0.27656433077597714076
1102	0.99999999900000002828
7212	0.00000000100000000000
338497	0.99999999900000002828
9498_B	0.17447723831573538900
82028	0.99999999900000002828
1729	0.09138351781063801249
1775	0.00887909818201801024
1733	0.25609576690380925212
1985	0.00000000100000000000
1413	0.99999999900000002828
1350	0.99333683536433659000
1459	0.07438924832916596341
7311	0.08530425704185795599
1525	0.94859392910457740467
1580	0.51138530689747374591
7473	0.01997515669451231657
1225	0.99999999900000002828
1419	0.47793004295726432273
1239	0.99999999900000002828
1217	0.99999999900000002828
9474	0.74810301118061028891
1669	0.46617602091394516606
1928	0.01541725795817115024
1546	0.37139551707623991161
9460	0.06508707758187923242
1630	0.29720643160183857212
1687	0.00000000100000000000
7211_B	0.23929628864143398514
1354	0.99999999900000002828
1819	0.03281288169913510605
1384	0.99449802390831920640
9528	0.48464476241648635213
1128	0.99999999900000002828
338491	0.53070682224109366754
338489	0.99999999900000002828
7314_A	0.04237316271034861914
1383	0.03656115155074846079
331018	0.99909000806838954567
6031	0.99999999900000002828
338360	0.99218926880655378131
1800	0.09276478138806137919
1556	0.56179998548494602950
7629	0.07255613575825413386
6133	0.99999999900000002828
1427	0.99999999900000002828
6118	0.99999999900000002828
1248	0.98808654289262198844
1453	0.72866052273133763428
1572_A	0.53882898847595306346
6272	0.31438993948424226454
1460	0.23983533335124246344
1403	0.98523059201437968024
1271	0.99999999900000002828
1584_A	0.51446426063678674101
6074	0.99999999900000002828
1362	0.99999999900000002828
1781	0.39363032466493025341
6077	0.99999999900000002828
9562	0.99561595486250042963
1545	0.46627432130493939866
9456	0.46334664780950973739
1238	0.98902458478752641735
7241	0.04552455306800012869
7324_A	0.06078948462220053889
1773	0.06839896161934470864
7334	0.10179674741077207600
1126	0.99999999900000002828
1795	0.47946541839468553858
1596	0.02673741736280692630
1027	0.99999999900000002828
1410	0.99999999900000002828
9504	0.46803846124421311092
7214	0.00267662991166912846
1796	0.06211261262797035387
1623	0.99999999900000002828
1187_A	0.99999999900000002828
6018	0.99360753671561141687
1205	0.99999999900000002828
338492	0.99997825665465400746
2021	0.99999999900000002828
334310	0.30009299868595362693
1293	0.99697726814629950010
1523	0.04254807253912621517
1416	0.02772079425579273421
6286	0.24861371052413577809
330770	0.99409328064366886402
9505	0.15169891655879949588
338467	0.99288103123150328599
1662	0.42821866100515892928
1851_A	0.33627683619314296948
338458	0.99999999900000002828
7326_B	0.54757611499137837097
7228	0.09919284436981033737
5110	0.99999999900000002828
7321	0.24136598637020875713
7285	0.17781467056933653037
1792	0.50930446206972324052
1647_C	0.28624401865735604744
1944	0.08377406859746590329
1670_A	0.49070620752500565542
1797	0.60804948461506069801
9540_A	0.99999999900000002828
1844	0.38872011067457606925
338495	0.99999999900000002828
9544	0.67737011254662760074
1043	0.99999999900000002828
7303	0.00000000100000000000
1892	0.20460305307899084859
1638_A	0.65319459589284034617
7208	0.11705406101721889389
334713	0.63826865333645355083
9532	0.21784274600191055882
9469	0.42530910607755911812
6275_A	0.12006742938441546109
7476	0.19226404375293748572
1607	0.41157208897097619094
2019	0.94563348205899822041
1789	0.00368203829177146712
1308	0.98903653936148605563
1976	0.13680452413348159757
1704_B	0.00000000100000000000
7277	0.28505245730872824650
3006	0.99999999900000002828
1707_B	0.99999999900000002828
1054	0.99999999900000002828
1625	0.11588378413553536428
1312	0.99999999900000002828
6103	0.99999999900000002828
7224	0.11595198768955800039
1570	0.01895388302172741277
1830	0.28103569551340229493
1550	0.04188617360539467760
9550	0.01107845972841593231
1173	0.99999999900000002828
1328_A	0.99999999900000002828
1943	0.92094237777377285781
1779_A	0.49835512265807663246
6122	0.99512100472114872751
334712	0.47372530353862557506
1779_B	0.01884376660330863706
3005	0.94290603656381399844
1594	0.03060551935249307062
1273	0.99999999900000002828
6128	0.18836006279939226937
9535	0.01924977786850348704
1620	0.98338451736108067891
7226	0.23657280728513341295
1532	0.47407159970668649729
1555	0.10860696486100589186
7223	0.32700213637156683166
1097	0.99999999900000002828
7286	0.07396316365588775921
7346	0.24301972956545581095
1262	0.99999999900000002828
1561	0.02110775137646722296
1065	0.99999999900000002828
9509	0.99999999900000002828
332013_A	0.99999999900000002828
1732	0.00000000100000000000
1136	0.99999999900000002828
6127_B	0.00000000100000000000
1941	0.04965397458647594076
1952	0.16099027409510349718
82014	0.99999999900000002828
1052	0.99999999900000002828
9508	0.29361450433255559256
6168_A	0.99999999900000002828
6157_B	0.53436304748192731129
1159	0.99999999900000002828
1438	0.21422616813305367378
7604	0.13182575675697555395
1520	0.00000000100000000000
6099	0.99999999900000002828
6245_A	0.00849233184244634412
1807	0.21622827401358421517
1650	0.99999999900000002828
7322	0.20178290157021397389
3102	0.09902811081793315429
338499	0.99999999900000002828
1257	0.98199313213725891725
332010_A	0.99574402038059750542
7353	0.10978093989904615102
9468	0.28624630384257315763
7287	0.24176786999692367885
7220_B	0.19421631844146344803
1939	0.16173713281163576427
1224	0.97422400204011494473
1696	0.24572684231774047370
1608_A	0.00000000100000000000
1242	0.99280976221133987458
1893	0.00000000100000000000
1109	0.99999999900000002828
2017	0.99726651514649711228
1035	0.99999999900000002828
338498	0.74615416185123084603
1120	0.99999999900000002828
1456	0.82885487738089580478
1659	0.15689806544607043381
1539	0.01617479737834135595
7465	0.30070735816572480292
1932	0.14646152200755260808
7329	0.51416563234887180389
1322_A	0.97354811284152009687
1639	0.00000000100000000000
7623	0.08127263910661604307
1077	0.98565671868095705577
1613_A	0.11254690860263324992
6085_A	0.99999999900000002828
338504	0.99999999900000002828
9546	0.89106691722538067246
7316	0.42559864677465386595
1688_B	0.14993911339178589426
130712	0.99999999900000002828
6091_B	0.99999999900000002828
1500_A	0.03522774307256799908
1003	0.99999999900000002828
1251	0.99999999900000002828
7336	0.13017582004507055604
1509	0.02725445417179445454
1017	0.97350466383780565049
1374	0.99999999900000002828
1412	0.00000000100000000000
9485	0.24751745512993103548
1526	0.00000000100000000000
1693	0.99999999900000002828
334706	0.36161040932361826483
1131	0.99999999900000002828
1495	0.76334444153693314927
7339	0.05746799992859074474
9558	0.19219731825141109227
330663	0.99458020877924591119
7204	0.33217722254360609879
1884	0.21775919631668683163
1230	0.99999999900000002828
1036	0.99999999900000002828
1132	0.99999999900000002828
1057	0.99999999900000002828
1697	0.74308922513560049516
1564	0.05806123831023277115
1514	0.14198342341914790832
1424	0.65085334778139214418
6112	0.99973620916295558025
1184	0.99146291764694716164
338480	0.99972213071519355765
7209_A	0.07848981244625233278
5742	0.04534381104898925485
82002_B	0.99999999900000002828
1317	0.99999999900000002828
1772	0.29716194751213820258
2003	0.95861919660735461779
7472	0.08730197854266387447
82015	0.99999999900000002828
7237	0.97340035452477680078
1936	0.08555214157622494098
1425	0.48547762685987133624
1803	0.52854134618732240281
7297_A	0.10751991795844043076
1123	0.99999999900000002828
7459	0.09019849757976738935
332007	0.67763048516362656137
1707_A	0.53618338030166623476
338493	0.96222851592146074751
334004	0.99072454684745370201
1101	0.99999999900000002828
1860	0.09081931252191288717
1648_B	0.08447439498385188317
332003	0.99999999900000002828
334302	0.22335334083773117353
1371	0.99999999900000002828
1600	0.00000000100000000000
6115	0.05220484883968653372
1229	0.99999999900000002828
2057	0.99601011368262648560
1104	0.99999999900000002828
2018	0.99999999900000002828
9463	0.00000000100000000000
1660	0.04598933548300020852
1557	0.24018259138040315426
9483	0.33764985605880931674
1381	0.00000000100000000000
1378	0.01311766765923718346
1878	0.17892736267842945797
9536	0.74798953429322379005
1439	0.41470467810605671222
1351	0.99999999900000002828
1705	0.99999999900000002828
7276	0.51391870654984195266
1045	0.99999999900000002828
6248_B	0.12807834024565992181
1426	0.11513633528061753553
1826	0.10492275114620863707
1199_A	0.99999999900000002828
331011_A	0.50041646909009673827
1589	0.57852964053089128704
1170	0.99123746131615753097
7301_A	0.02222897023534049429
1648_A	0.41260707884920910793
82040	0.99999999900000002828
1616_B	0.99068528219672924440
1167	0.99999999900000002828
7275	0.28001471377978848221
7326_A	0.49674665709662030322
7268	0.07182608869966325416
9541	0.25119855664889884084
1195_B	0.99999999900000002828
1714	0.66831842527002272014
5237	0.03418822806850772833
1603	0.51494363385222263751
6154	0.99999999900000002828
6079	0.99999999900000002828
1240	0.99999999900000002828
2025	0.99999999900000002828
130774	0.99741874651747075564
9500	0.10953566480136731065
6093_A	0.99894099258505342220
332004	0.99999999900000002828
331012	0.99999999900000002828
82018	0.99629557790112388549
1791	0.27992254844484842913
7217	0.00000000100000000000
1923	0.16672696469771447481
9451	0.15527777171458276295
1037	0.99999999900000002828
332024	0.13632181890793731993
1780	0.21429696403551007355
1644	0.99704639836747432913
7291	0.32784212679617913411
7484	0.06022933742849807814
1873	0.58672980574818711652
1954	0.51802516199140480335
332006	0.99748565421417478838
1895	0.29051512229314452318
9478	0.99375293121726560042
1827	0.00000000100000000000
7236	0.23054791767846732897
338500	0.99999999900000002828
1286	0.99999999900000002828
1256	0.99999999900000002828
1311	0.99999999900000002828
1635_B	0.46510686813859386524
7289	0.56646598839871076247
338501	0.99207070093181559667
1575	0.25066914486122970906
333008	0.99173392391423609293
6130	0.99999999900000002828
1121	0.99999999900000002828
334304	0.34268165081153395546
82001	0.99999999900000002828
331006_A	0.99573842868280715290
1516_B	0.00000000100000000000
1079	0.99999999900000002828
1649	0.14649312446341725136
1576	0.47792819662556546012
9547	0.01284888553361605151
6277	0.19596745519181263395
332005	0.99999999900000002828
1566	0.00000000100000000000
334301	0.48645059544265062401
1835	0.27812616744372797850
1597	0.00000000100000000000
2015_B	0.98274581396677773704
1666	0.28806383592800621773
1691	0.48689258549164698975
6179	0.99235285708018716733
330974	0.99491131782506858627
7451	0.13303749149615604064
6019	0.99999999900000002828
1364	0.99999999900000002828
9457	0.58940131831529440909
1663_A	0.64097680948585944449
6090	0.99999999900000002828
9538	0.99999999900000002828
1631	0.00000000100000000000
9563	0.76069369279320053767
1558_A	0.09748690934424257548
1185	0.99999999900000002828
1276	0.99999999900000002828
1409	0.99999999900000002828
1624	0.58727414295456537019
1112_A	0.99999999900000002828
1429	0.99999999900000002828
6076_B	0.78905504959347072536
1443	0.99999999900000002828
7344	0.02110330762610000341
5111	0.99999999900000002828
1237	0.99999999900000002828
1519	0.04857338011059164629
331004	0.98386416545268184919
7281	0.28723852883027339855
1547	0.49250223310983365366
1119	0.99999999900000002828
1926	0.10664222675174851729
6259	0.51939620298344102434
6120	0.99412746571744337043
9510	0.99999999900000002828
9487	0.09071440966751653789
7355	0.08108870639702418781
7211_A	0.28045199221283095836
1510	0.99999999900000002828
1019	0.99999999900000002828
1889	0.59672339560565346162
331019	0.99837658435148446401
7273	0.13053283471242060898
1673	0.27122556375368461756
1063	0.99999999900000002828
1284	0.99999999900000002828
338470	0.99999999900000002828
1415	0.00000000100000000000
1513	0.00028734719601419888
7207	0.00642152233383860935
1272	0.99372726316608306352
7274	0.12272317222512769963
333021	0.99711218185260730440
331007_A	0.99999999900000002828
1535	0.03902531601407391304
1449	0.70236305356074280049
9471	0.70998754729229152094
1247	0.99999999900000002828
82003	0.99999999900000002828
333026	0.99984560232219765741
6126	0.00798140039987652039
330768	0.98973936439011034327
1041	0.99999999900000002828
1726	0.22682624670990816917
1428	0.99812978496707871479
1851_B	0.25032473378787140073
1113	0.99212672997618223114
6129	0.99999999900000002828
1890_B	0.52381279688367488045
6135	0.10786909959749796384
331009	0.99999997058124567850
1543	0.04153290529113379259
1110	0.99999999900000002828
1876	0.10422783902134075129
7302	0.09381452900636716441
1174	0.99999999900000002828
82021	0.99999999900000002828
6076_A	0.99499790495549345071
1986	0.00090511697132640415
7313	0.07783840008951284362
7312	0.06075446393941792006
1717_B	0.00000000100000000000
1890_A	0.99999999900000002828
1609	0.45804729912464664521
7357	0.23186859418119756815
330707	0.98446182235055901266
1206	0.99999999900000002828
6151	0.99999999900000002828
9475	0.67832904967843965505
1503	0.66054780108140398465
332015	0.99999999900000002828
7359_B	0.17376908708784263857
334308	0.39031035114015577570
1100	0.99999999900000002828
1506	0.97903357437801830088
1106	0.99999999900000002828
9486_A	0.56794482940647972313
338471	0.99999999900000002828
1537	0.10867261563294282334
1461	0.05645599519127324217
6014	0.99999999900000002828
6180	0.99999999900000002828
1278	0.99885872826828148163
2006	0.90156373356386543261
7362	0.69863213733616469359
1028	0.99999999900000002828
1227	0.99999999900000002828
1498	0.06734732971897985920
9464	0.00000000100000000000
9452	0.45997570758842815097
338457	0.98867760975789376054
4183-label-inside-334183	0.99953159472328312329
1333	0.99999999900000002828
7209_B	0.15238413158645583434
1738	0.28479662174111147754
1784	0.36099534052473641887
82042	0.99999999900000002828
1655_B	0.04652427290918962483
5320	0.17277822492277097877
7331	0.04851986135709319969
1533	0.02927688870972169899
1270	0.99999999900000002828
1647_A	0.15279357415617722538
1117	0.99863028286097210717
9458	0.45336365177632592660
1377	0.99999999900000002828
1029	0.99999999900000002828
1675	0.26634992438906990309
1306	0.99999999900000002828
1375	0.98306468282475079068
9545	0.00000000100000000000
1370	0.99999999900000002828
7301_B	0.22194149995579351420
7294	0.11030823755227577021
1622	0.69489642917508831488
338466	0.99999999900000002828
1468	0.00000000100000000000
1025	0.99999999900000002828
1579	0.27583917999968571300
7468	0.05047890678815029203
82011	0.99999999900000002828
7352	0.13521471248636690587
1440	0.03509546783371542827
82046	0.99999999900000002828
1815	0.00290344736072564637
6182	0.57626318150789623829
7461	0.07232009881034180687
1904	0.34475518630697599143
1616_A	0.98143619458108699583
1618	0.55137159781027500483
7213	0.05774852152623706492
1365	0.99999999900000002828
1540	0.67353094820627723571
1587_A	0.43689291670553770386
1089	0.99999999900000002828
331016_B	0.98713903918814493998
1636	0.98358487987466503011
1783	0.53994112192614518442
7215	0.31118649396667946716
1808	0.00000000100000000000
9503	0.15232529482447382252
7297_B	0.16332481537113988090
330771_A	0.99122798993129002110
1924	0.99999999900000002828
3001_A	0.98404557828768135508
1818	0.17485349097889171799
7338	0.00000000100000000000
1056	0.99999999900000002828
7333	0.10571097965236440908
1736_A	0.65941749303908603341
1411	0.10202090002182566397
331013	0.99999999900000002828
6283_A	0.61075303353180543375
1839_A	0.18907469552170749760
6098_B	0.99999999900000002828
330709	0.97989684976719881870
1682	0.02132946313463710691
1680	0.04834020303936037433
2012	0.97280040063829376074
1197	0.99999999900000002828
1304	0.99999999900000002828
1977	0.28759369299307357970
6119	0.99999999900000002828
6098_A	0.99999999900000002828
1105	0.99999999900000002828
1232	0.99999999900000002828
1442	0.99999999900000002828
9543	0.21882046583848305255
7350	0.44062197818206055855
1144	0.99999999900000002828
1283	0.99999999900000002828
1560	0.47431361322325832353
5741	0.27440234320848255756
333018	0.99999999900000002828
338505	0.98415312192875781250
338503	0.99149060847455250389
1840	0.15050884642487336040
2015_A	0.98187160992967748019
1435	0.02385385466912594982
1129	0.99999999900000002828
1710	0.39930833008038879584
1418	0.24200141536487679295
7293_A	0.13283427411196255252
1130	0.99999999900000002828
7225	0.18784032360448085774
1921	0.62128022696373719214
1586	0.15852489269685840489
6153_A	0.99999999900000002828
1505	0.99999999900000002828
9462	0.79166707162330185454
1125	0.99999999900000002828
1694	0.99999999900000002828
1681	0.70900790700080307261
1776	0.12027715196539910669
6279	0.40897636086087774121
332014	0.67982414798577051052
1407	0.99999999900000002828
1599	0.40359887717992176670
1161	0.98667487656832320031
1376_B	0.99999999900000002828
6155	0.99999999900000002828
6089	0.99397428746847016345
338479	0.99999999900000002828
1058	0.99999999900000002828
1382	0.25903830742275490984
1626	0.99999999900000002828
1864	0.47547006439615041584
6104	0.99999999900000002828
6246_A	0.99729425132558935374
1971	0.15996403277638149287
6266	0.28158023964555822793
1277	0.99999999900000002828
7317	0.10371641924307703486
332048	0.55334674034016639865
1085	0.99999999900000002828
1235	0.99999999900000002828
1988	0.08234579353053117501
1536	0.67450035078949366341
333031	0.48407991961489138522
1122	0.99999999900000002828
1788	0.00000000100000000000
6022	0.99999999900000002828
7345	0.24260589991212505590
338481	0.99725045993823591139
7271	0.14704009253258792933
6267	0.15198280198805871888
1689	0.99999999900000002828
1448	0.99999999900000002828
1982	0.08579457517445553127
334320	0.33923096815610775945
1501	0.02666980427062831671
1801	0.36400122946851193317
9561	0.99913809893526417394
1838	0.40593964922605052514
1133	0.99999999900000002828
9560	0.99999999900000002828
2022	0.99999999900000002828
1309	0.97876883093763433763
1670_B	0.99999999900000002828
331014_B	0.99999999900000002828
1042	0.99999999900000002828
2016	0.99657218832721805590
1399	0.49035377100660748617
1868_A	0.46854086985555293277
1799	0.00000000100000000000
1538	0.79984021377189429280
7441	0.11356186284217976989
1813	0.24682401716465748875
1604	0.00000000100000000000
7222	0.09630221647298142784
1565	0.05226043916907697345
1811	0.06571874199900665237
7296	0.00248414710292526155
1437	0.99999999900000002828
1894	0.00000090601279533265
6296	0.11810733645547424886
1072	0.99999999900000002828
7340	0.09927436998007146962
82044	0.94407962749645768508
2001	0.99021929393419483301
9454	0.71825057675298786819
9531	0.76519301683722384944
6121_A	0.99184492479612806903
1422	0.99999999900000002828
334303	0.35158415553595240288
82004	0.99999999900000002828
1103	0.97472252683976223775
1517	0.36328696614350536320
1034	0.99999999900000002828
1032	0.95954168963617847421
332043	0.44503173319092342863
1544	0.10667933253262834592
9484	0.48999901326587652628
1281	0.99999999900000002828
7538	0.12636363712927770053
1777	0.07504035319893423428
82010	0.99999999900000002828
1434	0.99999999900000002828
1209	0.99999999900000002828
9482	0.60339213163857818856
7491	0.03935857477703744167
1867	0.33101404167672804357
9548	0.30420963330200379016
1421	0.99999999900000002828
1022	0.99999999900000002828
1855_B	0.02639172699925159196
6102	0.99009081439584301076
1683	0.14163322625820382039
1605	0.49701388664652551563
1458	0.50398931654713530204
338496	0.99615664138714765663
1611	0.21429996207083537585
338490	0.99404929513254680629
1739	0.97246807987334704659
334300	0.38578669178569491294
2039_A	0.99999999900000002828
1348_A	0.99999999900000002828
9496	0.63476164139390434116
1677	0.66660737874319531127
82019_A	0.99999999900000002828
1718	0.23904694861469588663
1290	0.99999999900000002828
1713	0.38762955617073863168
1445	0.98645626152948673315
1834	0.35144909842682287016
1243	0.99999999900000002828
6008	0.99566084575964342029
5260	0.03151039415370055635
1179	0.99999999900000002828
1388	0.99999999900000002828
1970	0.22370363092133513372
330973	0.62530651102181844525
6091_A	0.99999999900000002828
1847	0.89552364574775500383
1408	0.25795772664430532961
7328	0.37440073213134056340
1066	0.97978499768166993356
330710	0.99590157477252549967
9533	0.54447714920367229485
1956	0.27157153712274129109
7446_B	0.19792101694297456471
6152	0.99999999900000002828
6113	0.99999999900000002828
1376_A	0.99999999900000002828
1356	0.99999999900000002828
5103	0.96423756009777505938
9498_A	0.11408869256966636119
7206	0.07618499801754813339
1574	0.52139299956858087270
1810_B	0.00000000100000000000
1896	0.36530470023489147735
1643	0.25939459688454868935
9506	0.00421905925768374657
1441	0.18147360736882756083
1887	0.32053545602885569199
7450_A	0.17586170925332836323
7360	0.10720437209373943899
6156	0.99999999900000002828
1358	0.99808394187997595548
7454	0.16403141386909825261
5114	0.99999999900000002828
7293_B	0.00000000100000000000
1024	0.99999999900000002828
1455	0.99999999900000002828
7456	0.07850210272635221864
1632	0.00997889848652521241
7447	0.27931149414194167413
7342	0.06267062978822526831
1515_A	0.04126031314204326589
1702	0.16547301622062376980
1863	0.05073130470689353466
9530_B	0.59999896017788278968
1433	0.00277577180023252370
7330	0.00000000100000000000
7551	0.11422334459875368995
1118	0.95282619815505154026
1404	0.99999999900000002828
7649	0.12123142291880256716
338451	0.97142289124139158396
1614_B	0.47633173371088294301
7361	0.14040272253432531380
7325	0.26466894165139537298
1883	0.33386929818708999118
9540_B	0.99999999900000002828
1431	0.00000000100000000000
331007_B	0.99463561218592000390
1178	0.99283196856260036434
